GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T2,FloydWarshall,2,222,2,22,1,34,2,14,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T2,FloydWarshallTest,0,187,0,0,0,36,0,4,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T1,FloydWarshall,2,222,1,23,1,34,1,15,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T1,FloydWarshallTest,5,182,0,0,2,35,0,5,0,5
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T4,FloydWarshall,0,224,1,23,0,35,1,15,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T4,FloydWarshallTest,0,155,0,0,0,36,0,4,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T3,FloydWarshall,2,222,2,22,1,34,2,14,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T3,FloydWarshallTest,0,154,0,0,0,34,0,4,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T6,FloydWarshall,2,222,2,22,1,34,2,14,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T6,FloydWarshallTest,283,55,0,0,15,12,0,2,0,2
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T5,FloydWarshallTest,0,182,0,0,0,35,0,4,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T5,FloydWarshall,2,222,2,22,1,34,2,14,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T8,FloydWarshall,97,127,13,11,11,24,8,8,1,3
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T8,FloydWarshallTest,10,142,0,0,4,32,0,10,0,10
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T7,FloydWarshall,0,224,1,23,0,35,1,15,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T7,FloydWarshallTest,10,76,0,0,4,18,0,5,0,5
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T9,FloydWarshallTest,0,108,0,0,0,22,0,4,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.PromptOnly.T9,FloydWarshall,39,185,5,19,9,26,4,12,1,3
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T7,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T7,DepthFirstSearchTest,74,222,0,0,4,9,0,4,0,4
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T7,DepthFirstSearch,0,100,0,8,0,20,0,6,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T6,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T6,DepthFirstSearch,0,100,0,8,0,20,0,6,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T6,DepthFirstSearchTest,37,92,0,0,2,5,0,2,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T5,DepthFirstSearch,0,100,0,8,0,20,0,6,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T5,DepthFirstSearchTest,10,282,0,0,4,11,0,4,0,4
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T5,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.BookExampleCode.T10,EgyptianFractions,4,69,2,4,1,10,2,3,0,2
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.BookExampleCode.T10,EgyptianFractionsTest,67,38,0,0,14,7,0,5,0,5
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T4,DepthFirstSearch,0,100,0,8,0,20,0,6,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T4,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T4,DepthFirstSearchTest,70,96,0,0,9,6,0,2,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T9,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T9,DepthFirstSearchTest,33,224,0,0,5,17,0,3,0,3
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T9,DepthFirstSearch,0,100,0,8,0,20,0,6,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T8,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T8,DepthFirstSearchTest,5,124,0,0,2,5,0,2,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T8,DepthFirstSearch,0,100,0,8,0,20,0,6,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T3,DepthFirstSearchTest,97,133,0,4,8,12,0,4,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T3,DepthFirstSearch,0,100,0,8,0,20,0,6,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T3,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T2,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T2,DepthFirstSearchTest,0,230,0,0,0,13,0,4,0,4
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T2,DepthFirstSearch,0,100,0,8,0,20,0,6,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T1,DepthFirstSearch,0,100,0,8,0,20,0,6,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T1,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.PromptOnly.T1,DepthFirstSearchTest,5,126,0,0,2,12,0,2,0,2
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T5,BellmanFordTest,86,250,0,0,13,12,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T5,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T5,BellmanFord,3,124,0,18,1,23,1,10,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T1,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T1,BellmanFordTest,131,229,0,0,18,12,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T1,BellmanFord,3,137,0,20,1,26,1,11,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T6,BellmanFordTest,102,255,0,0,14,11,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T6,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T6,BellmanFord,3,124,0,18,1,23,1,10,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T3,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T3,BellmanFord,3,124,0,18,1,23,1,10,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T3,BellmanFordTest,129,267,0,0,17,12,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T4,BellmanFord,3,124,0,18,1,23,1,10,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T4,BellmanFordTest,102,294,0,0,14,15,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T4,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T9,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T9,BellmanFord,3,124,0,18,1,23,1,10,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T9,BellmanFordTest,31,347,3,3,7,21,2,5,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T7,BellmanFordTest,104,265,0,0,15,16,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T7,BellmanFord,3,124,0,18,1,23,1,10,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T7,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T8,BellmanFord,3,124,0,18,1,23,1,10,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T8,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.AIGenerated.T8,BellmanFordTest,102,255,0,0,14,11,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T8,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T8,BellmanFordTest,12,348,0,0,6,31,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T8,BellmanFord,3,137,0,20,1,26,1,11,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T9,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T9,BellmanFord,3,137,0,20,1,26,1,11,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T9,BellmanFordTest,12,315,0,0,6,22,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T6,BellmanFordTest,140,235,0,0,19,15,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T6,BellmanFord,3,137,0,20,1,26,1,11,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T6,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T7,BellmanFord,3,137,0,20,1,26,1,11,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T7,BellmanFordTest,12,315,0,0,6,22,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T7,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T10,BellmanFordTest,53,213,0,0,8,5,1,2,1,2
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T10,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T10,BellmanFord,26,114,3,17,5,22,4,8,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T4,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T4,BellmanFordTest,140,223,0,0,19,9,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T4,BellmanFord,3,137,0,20,1,26,1,11,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T5,BellmanFordTest,140,229,0,0,19,12,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T5,BellmanFord,3,137,0,20,1,26,1,11,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T5,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T10,KruskalTest,0,234,0,0,0,11,0,4,0,4
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T10,Kruskal.Edge,8,12,0,0,1,5,1,1,1,1
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T10,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T10,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T2,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T2,BellmanFordTest,12,315,0,0,6,22,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T2,BellmanFord,3,137,0,20,1,26,1,11,1,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T3,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T3,BellmanFordTest,131,223,0,0,18,9,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BellmanFord.BookExampleCode.T3,BellmanFord,3,137,0,20,1,26,1,11,1,1
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T9,KruskalTest,18,272,0,0,8,8,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T9,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T9,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T9,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T10,BinarySearchTest,0,156,0,0,0,21,0,6,0,6
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T10,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T8,QuickSortTest,0,239,0,0,0,25,0,5,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T8,QuickSort,0,95,1,9,0,22,1,9,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T9,QuickSort,0,95,1,9,0,22,1,9,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T9,QuickSortTest,0,191,0,0,0,25,0,5,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T6,QuickSortTest,0,212,0,0,0,15,0,2,0,2
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T6,QuickSort,1,94,2,8,1,21,2,8,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T7,QuickSortTest,0,134,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T7,QuickSort,0,95,1,9,0,22,1,9,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T4,QuickSortTest,0,139,0,0,0,18,0,5,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T4,QuickSort,0,95,1,9,0,22,1,9,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T5,QuickSort,1,94,2,8,1,21,2,8,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T5,QuickSortTest,0,174,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T2,QuickSort,0,95,1,9,0,22,1,9,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T2,QuickSortTest,0,134,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T3,QuickSort,0,95,1,9,0,22,1,9,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T3,QuickSortTest,0,207,0,0,0,25,0,5,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T1,QuickSort,0,95,1,9,0,22,1,9,0,5
JaCoCo Coverage Report,ChatGPT.QuickSort.AIGenerated.T1,QuickSortTest,0,233,0,0,0,23,0,6,0,6
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T4,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T4,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T4,KruskalTest,102,191,0,0,15,9,0,5,0,5
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T4,Kruskal.Edge,8,12,0,0,1,5,1,1,1,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T7,Dijkstra.Node,0,12,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T7,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T7,DijkstraTest,0,100,0,2,0,8,0,3,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T7,Dijkstra,4,251,3,23,2,42,3,14,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T3,KruskalTest,16,265,0,0,7,8,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T3,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T3,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T3,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T8,Dijkstra,4,251,3,23,2,42,3,14,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T8,DijkstraTest,0,252,0,0,0,17,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T8,Dijkstra.Node,0,12,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T8,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T2,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T2,KruskalTest,16,291,0,0,7,12,0,5,0,5
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T2,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T2,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T5,DijkstraTest,0,263,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T5,Dijkstra,4,251,3,23,2,42,3,14,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T5,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T5,Dijkstra.Node,0,12,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T1,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T1,KruskalTest,14,330,2,2,5,15,2,4,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T1,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T1,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T6,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T6,Dijkstra.Node,0,12,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T6,Dijkstra,4,251,3,23,2,42,3,14,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T6,DijkstraTest,0,263,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T8,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T8,KruskalTest,16,274,0,0,7,9,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T8,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T8,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T7,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T7,KruskalTest,16,296,0,0,7,13,0,5,0,5
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T7,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T7,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T6,Kruskal.Edge,8,12,0,0,1,5,1,1,1,1
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T6,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T6,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T6,KruskalTest,24,309,2,2,9,12,3,4,1,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T9,Dijkstra,4,251,3,23,2,42,3,14,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T9,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T9,Dijkstra.Node,0,12,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T9,DijkstraTest,66,189,0,0,10,9,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T5,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T5,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T5,KruskalTest,18,279,0,0,7,9,0,5,0,5
JaCoCo Coverage Report,ChatGPT.Kruskal.BookExampleCode.T5,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T9,MergeSort,0,121,1,15,0,29,1,11,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T9,MergeSortTest,0,191,0,0,0,25,0,5,0,5
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T7,MergeSort,0,121,1,15,0,29,1,11,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T7,MergeSortTest,0,199,0,0,0,25,0,5,0,5
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T8,MergeSortTest,0,134,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T8,MergeSort,0,121,1,15,0,29,1,11,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T3,Dijkstra,4,251,3,23,2,42,3,14,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T3,Dijkstra.Node,0,12,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T3,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T3,DijkstraTest,0,281,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T4,DijkstraTest,0,252,0,0,0,17,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T4,Dijkstra,4,251,3,23,2,42,3,14,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T4,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T4,Dijkstra.Node,0,12,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T1,DijkstraTest,138,3,0,0,22,1,3,1,3,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T1,Dijkstra.Edge,12,0,0,0,5,0,1,0,1,0
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T1,Dijkstra.Node,12,0,0,0,4,0,1,0,1,0
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T1,Dijkstra,225,30,25,1,37,7,16,1,3,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T2,Dijkstra,4,251,3,23,2,42,3,14,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T2,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T2,Dijkstra.Node,0,12,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.BookExampleCode.T2,DijkstraTest,0,220,0,0,0,29,0,5,0,5
JaCoCo Coverage Report,Copilot.Knapsack.AIGenerated.T10,KnapsackTest,9,89,0,0,2,17,0,4,0,4
JaCoCo Coverage Report,Copilot.Knapsack.AIGenerated.T10,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.QuickSort.BookExampleCode.T10,QuickSortTest,0,134,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.QuickSort.BookExampleCode.T10,QuickSort,0,88,0,6,0,20,0,8,0,5
JaCoCo Coverage Report,ChatGPT.BinarySearch.AIGenerated.T10,BinarySearch,0,45,0,6,0,12,0,5,0,2
JaCoCo Coverage Report,ChatGPT.BinarySearch.AIGenerated.T10,BinarySearchTest,0,118,0,0,0,13,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T7,Dijkstra.Node,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T7,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T7,DijkstraTest,0,265,0,0,0,13,0,3,0,3
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T7,Dijkstra.new Comparator() {...},0,22,0,4,0,6,0,4,0,2
