GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T1,KnapsackTest,0,46,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T8,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T8,KruskalTest,0,221,0,0,0,14,0,3,0,3
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T8,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T8,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T2,KnapsackTest,0,132,0,0,0,16,0,4,0,4
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T2,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T2,MergeSort,0,121,1,15,0,29,1,11,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T2,MergeSortTest,0,239,0,0,0,25,0,5,0,5
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T3,FloydWarshall,4,211,2,22,2,32,2,14,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T3,FloydWarshallTest,0,191,0,0,0,35,0,4,0,4
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T7,KruskalTest,4,231,0,0,2,7,0,3,0,3
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T7,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T7,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T7,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T4,FloydWarshallTest,82,130,0,0,14,24,0,5,0,5
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T4,FloydWarshall,2,213,1,23,1,33,1,15,0,4
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T3,Knapsack,97,0,10,0,10,0,7,0,2,0
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T3,KnapsackTest,139,3,0,0,7,1,1,1,1,1
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T4,KnapsackTest,0,100,0,0,0,13,0,2,0,2
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T4,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T6,Kruskal.Edge,8,12,0,0,1,5,1,1,1,1
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T6,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T6,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T6,KruskalTest,0,234,0,0,0,11,0,4,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T5,FloydWarshall,44,171,6,18,11,23,4,12,1,3
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T5,FloydWarshallTest,199,55,0,0,23,12,0,2,0,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T5,KruskalTest,41,123,0,0,6,5,0,2,0,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T5,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T5,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T5,Kruskal.Edge,8,12,0,0,1,5,1,1,1,1
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T3,Graph,0,109,0,10,0,25,0,8,0,3
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T3,GraphTest,8,140,0,0,4,17,0,5,0,5
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T6,FloydWarshallTest,122,113,0,0,14,22,0,5,0,5
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T6,FloydWarshall,44,171,6,18,11,23,4,12,1,3
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T5,KnapsackTest,0,54,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T5,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T5,MergeSort,0,121,1,15,0,29,1,11,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T5,MergeSortTest,0,185,0,0,0,23,0,6,0,6
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T6,KnapsackTest,6,195,0,0,2,23,0,4,0,4
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T6,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T4,Kruskal.Edge,8,12,0,0,1,5,1,1,1,1
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T4,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T4,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T4,KruskalTest,9,239,0,0,2,15,0,3,0,3
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T4,GraphTest,8,140,0,0,4,17,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T4,Graph,0,109,0,10,0,25,0,8,0,3
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T7,FloydWarshall,4,211,2,22,2,32,2,14,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T7,FloydWarshallTest,0,203,0,0,0,37,0,5,0,5
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T6,MergeSort,0,121,1,15,0,29,1,11,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T6,MergeSortTest,0,199,0,0,0,25,0,5,0,5
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T3,KruskalTest,4,231,0,0,2,7,0,3,0,3
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T3,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T3,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T3,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.PromptOnly.T10,DepthFirstSearchTest,85,125,0,0,12,8,1,4,1,4
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.PromptOnly.T10,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.PromptOnly.T10,DepthFirstSearch,35,65,4,4,7,13,3,3,1,1
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T1,GraphTest,8,140,0,0,4,17,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T1,Graph,0,109,0,10,0,25,0,8,0,3
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T3,MergeSort,1,120,2,14,1,28,2,10,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T3,MergeSortTest,0,212,0,0,0,15,0,2,0,2
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T8,FloydWarshallTest,0,199,0,0,0,36,0,5,0,5
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T8,FloydWarshall,4,211,2,22,2,32,2,14,0,4
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T7,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T7,KnapsackTest,5,157,0,0,2,17,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T2,GraphTest,58,84,0,0,4,14,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T2,Graph,0,109,0,10,0,25,0,8,0,3
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T2,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T2,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T2,KruskalTest,4,173,0,0,2,5,0,2,0,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T2,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T8,KnapsackTest,18,153,0,0,6,16,0,4,0,4
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T8,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T4,MergeSortTest,0,191,0,0,0,25,0,5,0,5
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T4,MergeSort,0,121,1,15,0,29,1,11,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T9,FloydWarshall,44,171,6,18,11,23,4,12,1,3
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T9,FloydWarshallTest,101,110,0,0,13,22,0,3,0,3
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T10,FloydWarshall,44,171,6,18,11,23,4,12,1,3
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T10,FloydWarshallTest,190,64,0,0,22,13,0,2,0,2
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T7,Graph,0,109,0,10,0,25,0,8,0,3
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T7,GraphTest,8,140,0,0,4,17,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T8,Graph,0,109,0,10,0,25,0,8,0,3
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T8,GraphTest,8,140,0,0,4,17,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T5,Graph,0,109,0,10,0,25,0,8,0,3
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T5,GraphTest,0,127,0,0,0,24,0,4,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T2,MergeSortTest,0,81,0,0,0,18,0,4,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T2,MergeSort,0,99,2,8,0,20,2,7,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T1,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T1,MergeSortTest,0,123,0,0,0,21,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T6,GraphTest,87,55,0,0,6,12,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T6,Graph,0,109,0,10,0,25,0,8,0,3
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T4,BellmanFord,12,128,1,19,2,25,2,10,1,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T4,BellmanFordTest,8,233,0,0,4,21,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T4,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T4,MergeSortTest,0,165,0,0,0,15,0,5,0,5
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T4,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T3,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T3,BellmanFordTest,74,179,0,0,10,7,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T3,BellmanFord,12,128,1,19,2,25,2,10,1,1
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T3,MergeSortTest,0,128,0,0,0,16,0,4,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T3,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T9,GraphTest,8,140,0,0,4,17,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BreadthFirstSearch.AIGenerated.T9,Graph,0,109,0,10,0,25,0,8,0,3
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T6,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T6,MergeSortTest,16,78,0,0,4,9,0,5,0,5
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T2,BellmanFord,12,128,1,19,2,25,2,10,1,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T2,BellmanFordTest,83,179,0,0,11,7,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T2,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T1,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T1,BellmanFordTest,72,160,0,0,12,11,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T1,BellmanFord,12,128,1,19,2,25,2,10,1,1
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T5,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T5,MergeSortTest,0,285,0,0,0,15,0,5,0,5
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T2,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T2,KnapsackTest,6,179,0,0,2,23,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T3,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T3,KnapsackTest,12,157,0,0,4,21,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T1,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T1,KnapsackTest,27,84,0,0,8,13,0,2,0,2
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T6,KnapsackTest,104,55,0,0,14,7,0,2,0,2
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T6,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T7,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T7,KnapsackTest,6,107,0,0,2,23,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T4,KnapsackTest,0,135,0,0,0,21,0,2,0,2
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T4,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T5,KnapsackTest,53,100,0,0,7,11,0,2,0,2
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T5,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T10,FloydWarshall,0,201,0,22,0,30,0,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T10,FloydWarshallTest,24,158,0,0,5,31,0,5,0,5
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T1,KruskalTest,55,176,0,0,7,7,0,3,0,3
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T1,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T1,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T1,Kruskal.Edge,8,12,0,0,1,5,1,1,1,1
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T9,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T9,KnapsackTest,6,171,0,0,2,23,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T8,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T8,KnapsackTest,6,171,0,0,2,23,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T9,KnapsackTest,0,177,0,0,0,25,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Knapsack.BookExampleCode.T9,Knapsack,0,97,0,10,0,10,0,7,0,2
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T1,FloydWarshall,44,171,6,18,11,23,4,12,1,3
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T1,FloydWarshallTest,154,80,0,0,18,17,0,3,0,3
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T2,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T2,DepthFirstSearchTest,51,234,0,0,4,11,0,4,0,4
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T2,DepthFirstSearch,0,94,0,8,0,17,0,6,0,2
JaCoCo Coverage Report,Copilot.FloydWarshall.BookExampleCode.T9,FloydWarshall,39,185,5,19,9,26,4,12,1,3
JaCoCo Coverage Report,Copilot.FloydWarshall.BookExampleCode.T9,FloydWarshallTest,145,100,0,0,17,17,0,2,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T1,DepthFirstSearch,0,94,0,8,0,17,0,6,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T1,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T1,DepthFirstSearchTest,4,132,0,0,2,8,0,2,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T4,DepthFirstSearchTest,6,247,0,0,2,26,0,4,0,4
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T4,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T4,DepthFirstSearch,0,94,0,8,0,17,0,6,0,2
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T3,DepthFirstSearch.Edge,9,0,0,0,4,0,1,0,1,0
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T3,DepthFirstSearch,81,13,8,0,13,4,5,1,1,1
JaCoCo Coverage Report,Copilot.DepthFirstSearch.AIGenerated.T3,DepthFirstSearchTest,94,2,0,0,11,1,1,1,1,1
JaCoCo Coverage Report,Copilot.BinarySearch.PromptOnly.T8,BinarySearchTest,63,0,0,0,10,0,2,0,2,0
JaCoCo Coverage Report,Copilot.BinarySearch.PromptOnly.T8,BinarySearch,45,0,6,0,10,0,5,0,2,0
JaCoCo Coverage Report,Copilot.BinarySearch.PromptOnly.T9,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,Copilot.BinarySearch.PromptOnly.T9,BinarySearchTest,0,76,0,0,0,10,0,2,0,2
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T7,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T7,DepthFirstSearchTest,12,184,0,0,4,15,0,5,0,5
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T7,DepthFirstSearch,0,102,1,9,0,19,1,6,0,2
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T6,DepthFirstSearchTest,15,153,0,0,5,14,0,5,0,5
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T6,DepthFirstSearch,0,102,1,9,0,19,1,6,0,2
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T6,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T9,EgyptianFractions,5,56,2,4,1,10,2,3,0,2
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T9,EgyptianFractionsTest,20,76,0,0,4,15,0,4,0,4
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T9,DepthFirstSearchTest,12,179,0,0,4,15,0,5,0,5
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T9,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T9,DepthFirstSearch,0,102,1,9,0,19,1,6,0,2
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T8,EgyptianFractionsTest,31,65,0,0,7,14,0,5,0,5
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T8,EgyptianFractions,5,56,2,4,1,10,2,3,0,2
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T8,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T8,DepthFirstSearchTest,12,179,0,0,4,15,0,5,0,5
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T8,DepthFirstSearch,0,102,1,9,0,19,1,6,0,2
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T7,EgyptianFractionsTest,10,41,0,0,4,9,0,4,0,4
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T7,EgyptianFractions,5,56,2,4,1,10,2,3,0,2
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T1,DepthFirstSearch,0,102,1,9,0,19,1,6,0,2
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T1,DepthFirstSearchTest,49,145,0,0,6,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T1,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T3,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T3,DepthFirstSearchTest,12,179,0,0,4,15,0,5,0,5
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T3,DepthFirstSearch,0,102,1,9,0,19,1,6,0,2
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T2,DepthFirstSearchTest,12,178,0,0,4,15,0,5,0,5
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T2,DepthFirstSearch,0,102,1,9,0,19,1,6,0,2
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T2,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T5,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T5,DepthFirstSearchTest,12,188,0,0,4,15,0,5,0,5
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T5,DepthFirstSearch,0,102,1,9,0,19,1,6,0,2
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T4,DepthFirstSearch.Edge,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T4,DepthFirstSearch,0,102,1,9,0,19,1,6,0,2
JaCoCo Coverage Report,ChatGPT.DepthFirstSearch.AIGenerated.T4,DepthFirstSearchTest,12,179,0,0,4,15,0,5,0,5
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T2,EgyptianFractionsTest,64,57,0,0,12,10,0,5,0,5
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T2,EgyptianFractions,5,56,2,4,1,10,2,3,0,2
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T1,EgyptianFractions,5,56,2,4,1,10,2,3,0,2
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T1,EgyptianFractionsTest,21,68,0,0,2,11,0,4,0,4
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T6,EgyptianFractionsTest,47,53,0,0,9,10,0,5,0,5
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T6,EgyptianFractions,5,56,2,4,1,10,2,3,0,2
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T5,EgyptianFractionsTest,10,38,0,0,4,8,0,5,0,5
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T5,EgyptianFractions,5,56,2,4,1,10,2,3,0,2
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T4,EgyptianFractionsTest,54,53,0,0,10,10,0,5,0,5
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T4,EgyptianFractions,5,56,2,4,1,10,2,3,0,2
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T3,EgyptianFractionsTest,61,56,0,0,11,11,0,4,0,4
JaCoCo Coverage Report,ChatGPT.EgyptianFractions.AIGenerated.T3,EgyptianFractions,5,56,2,4,1,10,2,3,0,2
JaCoCo Coverage Report,Copilot.BinarySearch.PromptOnly.T6,BinarySearch,17,28,4,2,4,6,3,2,0,2
JaCoCo Coverage Report,Copilot.BinarySearch.PromptOnly.T6,BinarySearchTest,35,69,0,0,6,9,0,2,0,2
JaCoCo Coverage Report,Copilot.BinarySearch.PromptOnly.T7,BinarySearchTest,0,61,0,0,0,10,0,2,0,2
JaCoCo Coverage Report,Copilot.BinarySearch.PromptOnly.T7,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,ChatGPT.Kruskal.PromptOnly.T1,KruskalTest,8,188,0,0,3,10,0,4,0,4
